name
hdportfolio
hdportfolio_share
hdportfolio_share_diffmr
hdportfolio_share_diffmi
pipeline_hd
pipeline_hd_share
pipeline_hd_share_diffmr
pipeline_hd_share_diffmi
do_performance_hd
do_performance_hd_diffmr
do_performance_hd_diffmi
percsatisfdo_hd
ip_performance_hd
ip_performance_hd_diffmr
ip_performance_hd_diffmi
percsatisfip_hd
disburratio_hd
disburratio_hd_diffmr
disburratio_hd_diffmi
avgsize_hd
avgsize_hd_diffmr
avgsize_hd_diffmi
crossgpshare_hd
crossgpshare_hd_diffmr
crossgpshare_hd_diffmi
eduportfolio
eduportfolio_share
eduportfolio_share_diffmr
eduportfolio_share_diffmi
pipeline_edu
pipeline_edu_share
pipeline_edu_share_diffmr
pipeline_edu_share_diffmi
do_performance_edu
do_performance_edu_diffmr
do_performance_edu_diffmi
percsatisfdo_edu
ip_performance_edu
ip_performance_edu_diffmr
ip_performance_edu_diffmi
percsatisfip_edu
disburratio_edu
disburratio_edu_diffmr
disburratio_edu_diffmi
avgsize_edu
avgsize_edu_diffmr
avgsize_edu_diffmi
crossgpshare_edu
crossgpshare_edu_diffmr
crossgpshare_edu_diffmi
hnpportfolio
hnpportfolio_share
hnpportfolio_share_diffmr
hnpportfolio_share_diffmi
pipeline_hnp
pipeline_hnp_share
pipeline_hnp_share_diffmr
pipeline_hnp_share_diffmi
do_performance_hnp
do_performance_hnp_diffmr
do_performance_hnp_diffmi
percsatisfdo_hnp
ip_performance_hnp
ip_performance_hnp_diffmr
ip_performance_hnp_diffmi
percsatisfip_hnp
disburratio_hnp
disburratio_hnp_diffmr
disburratio_hnp_diffmi
avgsize_hnp
avgsize_hnp_diffmr
avgsize_hnp_diffmi
crossgpshare_hnp
crossgpshare_hnp_diffmr
crossgpshare_hnp_diffmi
spjportfolio
spjportfolio_share
spjportfolio_share_diffmr
spjportfolio_share_diffmi
pipeline_spj
pipeline_spj_share
pipeline_spj_share_diffmr
pipeline_spj_share_diffmi
do_performance_spj
do_performance_spj_diffmr
do_performance_spj_diffmi
percsatisfdo_spj
ip_performance_spj
ip_performance_spj_diffmr
ip_performance_spj_diffmi
percsatisfip_spj
disburratio_spj
disburratio_spj_diffmr
disburratio_spj_diffmi
avgsize_spj
avgsize_spj_diffmr
avgsize_spj_diffmi
crossgpshare_spj
crossgpshare_spj_diffmr
crossgpshare_spj_diffmi
